Day,Predicted_Price
358,1740.2712334482326
359,1740.2712334482326
360,1740.2712334482326
361,1740.2712334482326
362,1740.2712334482326
363,1740.2712334482326
364,1740.2712334482326
365,1740.2712334482326
366,1740.2712334482326
367,1740.2712334482326
368,1740.2712334482326
369,1740.2712334482326
370,1740.2712334482326
371,1740.2712334482326
372,1740.2712334482326
373,1740.2712334482326
374,1740.2712334482326
375,1740.2712334482326
376,1740.2712334482326
377,1740.2712334482326
378,1740.2712334482326
379,1740.2712334482326
380,1740.2712334482326
381,1740.2712334482326
382,1740.2712334482326
383,1740.2712334482326
384,1740.2712334482326
385,1740.2712334482326
386,1740.2712334482326
387,1740.2712334482326
388,1740.2712334482326
389,1740.2712334482326
390,1740.2712334482326
391,1740.2712334482326
392,1740.2712334482326
393,1740.2712334482326
394,1740.2712334482326
395,1740.2712334482326
396,1740.2712334482326
397,1740.2712334482326
398,1740.2712334482326
399,1740.2712334482326
400,1740.2712334482326
401,1740.2712334482326
402,1740.2712334482326
403,1740.2712334482326
404,1740.2712334482326
405,1740.2712334482326
406,1740.2712334482326
407,1740.2712334482326
408,1740.2712334482326
409,1740.2712334482326
410,1740.2712334482326
411,1740.2712334482326
412,1740.2712334482326
413,1740.2712334482326
414,1740.2712334482326
415,1740.2712334482326
416,1740.2712334482326
417,1740.2712334482326
418,1740.2712334482326
419,1740.2712334482326
420,1740.2712334482326
421,1740.2712334482326
422,1740.2712334482326
423,1740.2712334482326
424,1740.2712334482326
425,1740.2712334482326
426,1740.2712334482326
427,1740.2712334482326
428,1740.2712334482326
429,1740.2712334482326
430,1740.2712334482326
431,1740.2712334482326
432,1740.2712334482326
433,1740.2712334482326
434,1740.2712334482326
435,1740.2712334482326
436,1740.2712334482326
437,1740.2712334482326
438,1740.2712334482326
439,1740.2712334482326
440,1740.2712334482326
441,1740.2712334482326
442,1740.2712334482326
443,1740.2712334482326
444,1740.2712334482326
445,1740.2712334482326
446,1740.2712334482326
447,1740.2712334482326
448,1740.2712334482326
449,1740.2712334482326
450,1740.2712334482326
451,1740.2712334482326
452,1740.2712334482326
453,1740.2712334482326
454,1740.2712334482326
455,1740.2712334482326
456,1740.2712334482326
457,1740.2712334482326
458,1740.2712334482326
459,1740.2712334482326
460,1740.2712334482326
461,1740.2712334482326
462,1740.2712334482326
463,1740.2712334482326
464,1740.2712334482326
465,1740.2712334482326
466,1740.2712334482326
467,1740.2712334482326
468,1740.2712334482326
469,1740.2712334482326
470,1740.2712334482326
471,1740.2712334482326
472,1740.2712334482326
473,1740.2712334482326
474,1740.2712334482326
475,1740.2712334482326
476,1740.2712334482326
477,1740.2712334482326
478,1740.2712334482326
479,1740.2712334482326
480,1740.2712334482326
481,1740.2712334482326
482,1740.2712334482326
483,1740.2712334482326
484,1740.2712334482326
485,1740.2712334482326
486,1740.2712334482326
487,1740.2712334482326
488,1740.2712334482326
489,1740.2712334482326
490,1740.2712334482326
491,1740.2712334482326
492,1740.2712334482326
493,1740.2712334482326
494,1740.2712334482326
495,1740.2712334482326
496,1740.2712334482326
497,1740.2712334482326
498,1740.2712334482326
499,1740.2712334482326
500,1740.2712334482326
501,1740.2712334482326
502,1740.2712334482326
503,1740.2712334482326
504,1740.2712334482326
505,1740.2712334482326
506,1740.2712334482326
507,1740.2712334482326
508,1740.2712334482326
509,1740.2712334482326
510,1740.2712334482326
511,1740.2712334482326
512,1740.2712334482326
513,1740.2712334482326
514,1740.2712334482326
515,1740.2712334482326
516,1740.2712334482326
517,1740.2712334482326
518,1740.2712334482326
519,1740.2712334482326
520,1740.2712334482326
521,1740.2712334482326
522,1740.2712334482326
523,1740.2712334482326
524,1740.2712334482326
525,1740.2712334482326
526,1740.2712334482326
527,1740.2712334482326
528,1740.2712334482326
529,1740.2712334482326
530,1740.2712334482326
531,1740.2712334482326
532,1740.2712334482326
533,1740.2712334482326
534,1740.2712334482326
535,1740.2712334482326
536,1740.2712334482326
537,1740.2712334482326
538,1740.2712334482326
539,1740.2712334482326
540,1740.2712334482326
541,1740.2712334482326
542,1740.2712334482326
543,1740.2712334482326
544,1740.2712334482326
545,1740.2712334482326
546,1740.2712334482326
547,1740.2712334482326
548,1740.2712334482326
549,1740.2712334482326
550,1740.2712334482326
551,1740.2712334482326
552,1740.2712334482326
553,1740.2712334482326
554,1740.2712334482326
555,1740.2712334482326
556,1740.2712334482326
557,1740.2712334482326
558,1740.2712334482326
559,1740.2712334482326
560,1740.2712334482326
561,1740.2712334482326
562,1740.2712334482326
563,1740.2712334482326
564,1740.2712334482326
565,1740.2712334482326
566,1740.2712334482326
567,1740.2712334482326
568,1740.2712334482326
569,1740.2712334482326
570,1740.2712334482326
571,1740.2712334482326
572,1740.2712334482326
573,1740.2712334482326
574,1740.2712334482326
575,1740.2712334482326
576,1740.2712334482326
577,1740.2712334482326
578,1740.2712334482326
579,1740.2712334482326
580,1740.2712334482326
581,1740.2712334482326
582,1740.2712334482326
583,1740.2712334482326
584,1740.2712334482326
585,1740.2712334482326
586,1740.2712334482326
587,1740.2712334482326
588,1740.2712334482326
589,1740.2712334482326
590,1740.2712334482326
591,1740.2712334482326
592,1740.2712334482326
593,1740.2712334482326
594,1740.2712334482326
595,1740.2712334482326
596,1740.2712334482326
597,1740.2712334482326
598,1740.2712334482326
599,1740.2712334482326
600,1740.2712334482326
601,1740.2712334482326
602,1740.2712334482326
603,1740.2712334482326
604,1740.2712334482326
605,1740.2712334482326
606,1740.2712334482326
607,1740.2712334482326
608,1740.2712334482326
609,1740.2712334482326
610,1740.2712334482326
611,1740.2712334482326
612,1740.2712334482326
613,1740.2712334482326
614,1740.2712334482326
615,1740.2712334482326
616,1740.2712334482326
617,1740.2712334482326
618,1740.2712334482326
619,1740.2712334482326
620,1740.2712334482326
621,1740.2712334482326
622,1740.2712334482326
623,1740.2712334482326
624,1740.2712334482326
625,1740.2712334482326
626,1740.2712334482326
627,1740.2712334482326
628,1740.2712334482326
629,1740.2712334482326
630,1740.2712334482326
631,1740.2712334482326
632,1740.2712334482326
633,1740.2712334482326
634,1740.2712334482326
635,1740.2712334482326
636,1740.2712334482326
637,1740.2712334482326
638,1740.2712334482326
639,1740.2712334482326
640,1740.2712334482326
641,1740.2712334482326
642,1740.2712334482326
643,1740.2712334482326
644,1740.2712334482326
645,1740.2712334482326
646,1740.2712334482326
647,1740.2712334482326
648,1740.2712334482326
649,1740.2712334482326
650,1740.2712334482326
651,1740.2712334482326
652,1740.2712334482326
653,1740.2712334482326
654,1740.2712334482326
655,1740.2712334482326
656,1740.2712334482326
657,1740.2712334482326
658,1740.2712334482326
659,1740.2712334482326
660,1740.2712334482326
661,1740.2712334482326
662,1740.2712334482326
663,1740.2712334482326
664,1740.2712334482326
665,1740.2712334482326
666,1740.2712334482326
667,1740.2712334482326
668,1740.2712334482326
669,1740.2712334482326
670,1740.2712334482326
671,1740.2712334482326
672,1740.2712334482326
673,1740.2712334482326
674,1740.2712334482326
675,1740.2712334482326
676,1740.2712334482326
677,1740.2712334482326
678,1740.2712334482326
679,1740.2712334482326
680,1740.2712334482326
681,1740.2712334482326
682,1740.2712334482326
683,1740.2712334482326
684,1740.2712334482326
685,1740.2712334482326
686,1740.2712334482326
687,1740.2712334482326
688,1740.2712334482326
689,1740.2712334482326
690,1740.2712334482326
691,1740.2712334482326
692,1740.2712334482326
693,1740.2712334482326
694,1740.2712334482326
695,1740.2712334482326
696,1740.2712334482326
697,1740.2712334482326
698,1740.2712334482326
699,1740.2712334482326
700,1740.2712334482326
701,1740.2712334482326
702,1740.2712334482326
703,1740.2712334482326
704,1740.2712334482326
705,1740.2712334482326
706,1740.2712334482326
707,1740.2712334482326
708,1740.2712334482326
709,1740.2712334482326
710,1740.2712334482326
711,1740.2712334482326
712,1740.2712334482326
713,1740.2712334482326
714,1740.2712334482326
715,1740.2712334482326
716,1740.2712334482326
717,1740.2712334482326
718,1740.2712334482326
719,1740.2712334482326
720,1740.2712334482326
721,1740.2712334482326
722,1740.2712334482326
723,1740.2712334482326
724,1740.2712334482326
725,1740.2712334482326
726,1740.2712334482326
727,1740.2712334482326
728,1740.2712334482326
729,1740.2712334482326
730,1740.2712334482326
